case	consumer	surface	output_shape	status_bearing	digest_bearing	server_unreachable	verdict	mandated_by	baseline_provenance
arms/A2/c01-filters-ro/consumers.tsv	inter_activestopped	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	inter_activestopped_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	list_badflag	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	list_help	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_inside_list_active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_inside_list_active_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	win_inside_list_busy	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_inside_all_active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_stopped	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_inside_stopped_active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_inside_needsattn_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_outside_list_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_outside_list_active_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-ro/consumers.tsv	win_outside_list_busy	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_all	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_outside_all_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_stopped	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_outside_stopped_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_outside_needsattn_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_running	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_running_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_running	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_running_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_all_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_all	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_all_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_stopped	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_stopped_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_stopped	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_stopped_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_needsattn_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_needsattn	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_needsattn_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_needsme	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_needsme_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_needsme	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_needsme_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_needs	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_needs_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_needs	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_needs_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_attn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_attn_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_attn	ae ls	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_attn_json	ae ls	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_active_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_active	ae ls	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_active_json	ae ls	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_busy	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_busy_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	ls_busy	ae ls	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	ls_busy_json	ae ls	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	inter_needsattnall	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	inter_needsattnall_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	inter_allneedsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	inter_allneedsattn_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	inter_activeall	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	inter_activeall_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	inter_allactive	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	inter_allactive_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	inter_needsattnstopped	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	inter_needsattnstopped_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	inter_activestopped	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	inter_activestopped_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	list_badflag	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	list_help	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_inside_list_active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_inside_list_active_json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	win_inside_list_busy	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_inside_active_all	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_inside_all_active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_inside_active_stopped	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_inside_stopped_active	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_inside_needsattn_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_inside_active_needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_outside_list_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_outside_list_active_json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A2/c01-filters-rw/consumers.tsv	win_outside_list_busy	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_outside_active_all	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_outside_all_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_outside_active_stopped	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_outside_stopped_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_outside_needsattn_active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A2/c01-filters-rw/consumers.tsv	win_outside_active_needsattn	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c01-dead-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c01-dead-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c01-dead-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c01-dead-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c01-dead-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c01-dead-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c01-dead-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c01-dead-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c01-dead-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c01-dead-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c01-dead-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c01-dead-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c01-dead-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c01-dead-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c01-dead-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c01-dead-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c02-stale-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c02-stale-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c02-stale-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c02-stale-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c02-stale-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c02-stale-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c02-stale-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c02-stale-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c02-stale-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c02-stale-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c02-stale-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c02-stale-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c02-stale-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c02-stale-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c02-stale-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c02-stale-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c03-throttled-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c03-throttled-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c03-throttled-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c03-throttled-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c03-throttled-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c03-throttled-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c03-throttled-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c03-throttled-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c03-throttled-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c03-throttled-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c03-throttled-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c03-throttled-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c03-throttled-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c03-throttled-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c03-throttled-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c03-throttled-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c04-waiting-user-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c04-waiting-user-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c04-waiting-user-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c04-waiting-user-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c04-waiting-user-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c04-waiting-user-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c04-waiting-user-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c04-waiting-user-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c04-waiting-user-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c04-waiting-user-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c04-waiting-user-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c04-waiting-user-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c04-waiting-user-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c04-waiting-user-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c04-waiting-user-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c04-waiting-user-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c05-blocked-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c05-blocked-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c05-blocked-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c05-blocked-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c05-blocked-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c05-blocked-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c05-blocked-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c05-blocked-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c05-blocked-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c05-blocked-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c05-blocked-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c05-blocked-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c05-blocked-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c05-blocked-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c05-blocked-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c05-blocked-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c06-unanswered-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c06-unanswered-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c06-unanswered-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c06-unanswered-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c06-unanswered-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c06-unanswered-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c06-unanswered-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c06-unanswered-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c06-unanswered-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c06-unanswered-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c06-unanswered-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c06-unanswered-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c06-unanswered-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c06-unanswered-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c06-unanswered-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c06-unanswered-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c07-competing-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c07-competing-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c07-competing-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c07-competing-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c07-competing-ro/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c07-competing-ro/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c07-competing-ro/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c07-competing-ro/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c07-competing-rw/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c07-competing-rw/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c07-competing-rw/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c07-competing-rw/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c07-competing-rw/consumers.tsv	list-needsattn-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c07-competing-rw/consumers.tsv	list-active	ae list	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c07-competing-rw/consumers.tsv	list-active-json	ae list	digest	no	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c07-competing-rw/consumers.tsv	requests-all	helper:requests	neither	no	no	no	EXPECTED-MATCH	-	-
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-all-json	ae list	digest	yes	yes	no	EXPECTED-DIVERGENCE	SC-509d	SOURCE
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-needsattn	ae list	human-status	yes	no	no	EXPECTED-MATCH	-	-
