case	consumer	surface	rc_base	rc_suc	stdout_cmp	stderr_cmp	clone_fp	clone_fp_recorded	why
arms/A3/c03-throttled-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	5d3bae39c512c4415200e3729347171f62e8a6a9d95efbcd498313d5f8718fff	helper-not-in-rust-cli
arms/A3/c04-waiting-user-ro/consumers.tsv	list	ae list	0	0	differ	differ	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	bc93e334397500ba409957e952ae7d502ca3ca0cdb66f6467293fb54d4815570	human-differ
arms/A3/c04-waiting-user-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	bc93e334397500ba409957e952ae7d502ca3ca0cdb66f6467293fb54d4815570	digest-scored
arms/A3/c04-waiting-user-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	bc93e334397500ba409957e952ae7d502ca3ca0cdb66f6467293fb54d4815570	digest-scored
arms/A3/c04-waiting-user-ro/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	bc93e334397500ba409957e952ae7d502ca3ca0cdb66f6467293fb54d4815570	human-differ
arms/A3/c04-waiting-user-ro/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	bc93e334397500ba409957e952ae7d502ca3ca0cdb66f6467293fb54d4815570	digest-scored
arms/A3/c04-waiting-user-ro/consumers.tsv	list-active	ae list	0	0	differ	differ	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	bc93e334397500ba409957e952ae7d502ca3ca0cdb66f6467293fb54d4815570	human-differ
arms/A3/c04-waiting-user-ro/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	bc93e334397500ba409957e952ae7d502ca3ca0cdb66f6467293fb54d4815570	digest-scored
arms/A3/c04-waiting-user-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	bc93e334397500ba409957e952ae7d502ca3ca0cdb66f6467293fb54d4815570	helper-not-in-rust-cli
arms/A3/c04-waiting-user-rw/consumers.tsv	list	ae list	0	0	differ	differ	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	c32946b6a4cb67d93fcbc31a82124ee24873a8c59119b253dc655394532f06c7	human-differ
arms/A3/c04-waiting-user-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	c32946b6a4cb67d93fcbc31a82124ee24873a8c59119b253dc655394532f06c7	digest-scored
arms/A3/c04-waiting-user-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	c32946b6a4cb67d93fcbc31a82124ee24873a8c59119b253dc655394532f06c7	digest-scored
arms/A3/c04-waiting-user-rw/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	c32946b6a4cb67d93fcbc31a82124ee24873a8c59119b253dc655394532f06c7	human-differ
arms/A3/c04-waiting-user-rw/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	c32946b6a4cb67d93fcbc31a82124ee24873a8c59119b253dc655394532f06c7	digest-scored
arms/A3/c04-waiting-user-rw/consumers.tsv	list-active	ae list	0	0	differ	differ	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	c32946b6a4cb67d93fcbc31a82124ee24873a8c59119b253dc655394532f06c7	human-differ
arms/A3/c04-waiting-user-rw/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	ed2763122a6185d49567251aab806a3edc49d00e6849253b434616b02c174aad	c32946b6a4cb67d93fcbc31a82124ee24873a8c59119b253dc655394532f06c7	digest-scored
arms/A3/c04-waiting-user-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	c32946b6a4cb67d93fcbc31a82124ee24873a8c59119b253dc655394532f06c7	helper-not-in-rust-cli
arms/A3/c05-blocked-ro/consumers.tsv	list	ae list	0	0	differ	differ	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	66b8da9282e05e7cb61c70d354d3db1b4abf2d9c2d9e7fd18f4d5b5785d52a51	human-differ
arms/A3/c05-blocked-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	66b8da9282e05e7cb61c70d354d3db1b4abf2d9c2d9e7fd18f4d5b5785d52a51	digest-scored
arms/A3/c05-blocked-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	66b8da9282e05e7cb61c70d354d3db1b4abf2d9c2d9e7fd18f4d5b5785d52a51	digest-scored
arms/A3/c05-blocked-ro/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	66b8da9282e05e7cb61c70d354d3db1b4abf2d9c2d9e7fd18f4d5b5785d52a51	human-differ
arms/A3/c05-blocked-ro/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	66b8da9282e05e7cb61c70d354d3db1b4abf2d9c2d9e7fd18f4d5b5785d52a51	digest-scored
arms/A3/c05-blocked-ro/consumers.tsv	list-active	ae list	0	0	differ	differ	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	66b8da9282e05e7cb61c70d354d3db1b4abf2d9c2d9e7fd18f4d5b5785d52a51	human-differ
arms/A3/c05-blocked-ro/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	66b8da9282e05e7cb61c70d354d3db1b4abf2d9c2d9e7fd18f4d5b5785d52a51	digest-scored
arms/A3/c05-blocked-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	66b8da9282e05e7cb61c70d354d3db1b4abf2d9c2d9e7fd18f4d5b5785d52a51	helper-not-in-rust-cli
arms/A3/c05-blocked-rw/consumers.tsv	list	ae list	0	0	differ	differ	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	e8fd157ab8249d2f8cf0edbf33301acfd3d2dc53e11a3ddecdf7171965767087	human-differ
arms/A3/c05-blocked-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	e8fd157ab8249d2f8cf0edbf33301acfd3d2dc53e11a3ddecdf7171965767087	digest-scored
arms/A3/c05-blocked-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	e8fd157ab8249d2f8cf0edbf33301acfd3d2dc53e11a3ddecdf7171965767087	digest-scored
arms/A3/c05-blocked-rw/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	e8fd157ab8249d2f8cf0edbf33301acfd3d2dc53e11a3ddecdf7171965767087	human-differ
arms/A3/c05-blocked-rw/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	e8fd157ab8249d2f8cf0edbf33301acfd3d2dc53e11a3ddecdf7171965767087	digest-scored
arms/A3/c05-blocked-rw/consumers.tsv	list-active	ae list	0	0	differ	differ	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	e8fd157ab8249d2f8cf0edbf33301acfd3d2dc53e11a3ddecdf7171965767087	human-differ
arms/A3/c05-blocked-rw/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	7dc6cb5414c9975eeb84ba729ba1dd36d89294dda6a712bbdcacca6ff5bb26f1	e8fd157ab8249d2f8cf0edbf33301acfd3d2dc53e11a3ddecdf7171965767087	digest-scored
arms/A3/c05-blocked-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	e8fd157ab8249d2f8cf0edbf33301acfd3d2dc53e11a3ddecdf7171965767087	helper-not-in-rust-cli
arms/A3/c06-unanswered-ro/consumers.tsv	list	ae list	0	0	differ	differ	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	82949f5e4b21565eef74b5e446c9d10723eabe3148c14b19fa15e9b739e262ab	human-differ
arms/A3/c06-unanswered-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	82949f5e4b21565eef74b5e446c9d10723eabe3148c14b19fa15e9b739e262ab	digest-scored
arms/A3/c06-unanswered-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	82949f5e4b21565eef74b5e446c9d10723eabe3148c14b19fa15e9b739e262ab	digest-scored
arms/A3/c06-unanswered-ro/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	82949f5e4b21565eef74b5e446c9d10723eabe3148c14b19fa15e9b739e262ab	human-differ
arms/A3/c06-unanswered-ro/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	82949f5e4b21565eef74b5e446c9d10723eabe3148c14b19fa15e9b739e262ab	digest-scored
arms/A3/c06-unanswered-ro/consumers.tsv	list-active	ae list	0	0	differ	differ	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	82949f5e4b21565eef74b5e446c9d10723eabe3148c14b19fa15e9b739e262ab	human-differ
arms/A3/c06-unanswered-ro/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	82949f5e4b21565eef74b5e446c9d10723eabe3148c14b19fa15e9b739e262ab	digest-scored
arms/A3/c06-unanswered-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	82949f5e4b21565eef74b5e446c9d10723eabe3148c14b19fa15e9b739e262ab	helper-not-in-rust-cli
arms/A3/c06-unanswered-rw/consumers.tsv	list	ae list	0	0	differ	differ	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	e3b001a06f56b2635329ae424bbd55ce13e796a091ff11df9099ba5be8388981	human-differ
arms/A3/c06-unanswered-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	e3b001a06f56b2635329ae424bbd55ce13e796a091ff11df9099ba5be8388981	digest-scored
arms/A3/c06-unanswered-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	e3b001a06f56b2635329ae424bbd55ce13e796a091ff11df9099ba5be8388981	digest-scored
arms/A3/c06-unanswered-rw/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	e3b001a06f56b2635329ae424bbd55ce13e796a091ff11df9099ba5be8388981	human-differ
arms/A3/c06-unanswered-rw/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	e3b001a06f56b2635329ae424bbd55ce13e796a091ff11df9099ba5be8388981	digest-scored
arms/A3/c06-unanswered-rw/consumers.tsv	list-active	ae list	0	0	differ	differ	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	e3b001a06f56b2635329ae424bbd55ce13e796a091ff11df9099ba5be8388981	human-differ
arms/A3/c06-unanswered-rw/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	296db8425a9903a783dd1a7ce0a4cd76c5b40d5d082c3c62d6519c2e434910dd	e3b001a06f56b2635329ae424bbd55ce13e796a091ff11df9099ba5be8388981	digest-scored
arms/A3/c06-unanswered-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	e3b001a06f56b2635329ae424bbd55ce13e796a091ff11df9099ba5be8388981	helper-not-in-rust-cli
arms/A3/c07-competing-ro/consumers.tsv	list	ae list	0	0	differ	differ	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	57f784caf0acc08884823490f6242c82d9f002fa3547f4e5e8a06397f89f9a86	human-differ
arms/A3/c07-competing-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	57f784caf0acc08884823490f6242c82d9f002fa3547f4e5e8a06397f89f9a86	digest-scored
arms/A3/c07-competing-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	57f784caf0acc08884823490f6242c82d9f002fa3547f4e5e8a06397f89f9a86	digest-scored
arms/A3/c07-competing-ro/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	57f784caf0acc08884823490f6242c82d9f002fa3547f4e5e8a06397f89f9a86	human-differ
arms/A3/c07-competing-ro/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	57f784caf0acc08884823490f6242c82d9f002fa3547f4e5e8a06397f89f9a86	digest-scored
arms/A3/c07-competing-ro/consumers.tsv	list-active	ae list	0	0	differ	differ	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	57f784caf0acc08884823490f6242c82d9f002fa3547f4e5e8a06397f89f9a86	human-differ
arms/A3/c07-competing-ro/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	57f784caf0acc08884823490f6242c82d9f002fa3547f4e5e8a06397f89f9a86	digest-scored
arms/A3/c07-competing-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	57f784caf0acc08884823490f6242c82d9f002fa3547f4e5e8a06397f89f9a86	helper-not-in-rust-cli
arms/A3/c07-competing-rw/consumers.tsv	list	ae list	0	0	differ	differ	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	0d7df5c73481c9aa92d568ac64990a0563e1f59dcce651b5a7237bd6d5c6debe	human-differ
arms/A3/c07-competing-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	0d7df5c73481c9aa92d568ac64990a0563e1f59dcce651b5a7237bd6d5c6debe	digest-scored
arms/A3/c07-competing-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	0d7df5c73481c9aa92d568ac64990a0563e1f59dcce651b5a7237bd6d5c6debe	digest-scored
arms/A3/c07-competing-rw/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	0d7df5c73481c9aa92d568ac64990a0563e1f59dcce651b5a7237bd6d5c6debe	human-differ
arms/A3/c07-competing-rw/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	0d7df5c73481c9aa92d568ac64990a0563e1f59dcce651b5a7237bd6d5c6debe	digest-scored
arms/A3/c07-competing-rw/consumers.tsv	list-active	ae list	0	0	differ	differ	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	0d7df5c73481c9aa92d568ac64990a0563e1f59dcce651b5a7237bd6d5c6debe	human-differ
arms/A3/c07-competing-rw/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	5e91437f4728ecd94c150882ad0bf7d2a45dfe609b725407ffe3b1e106b658e6	0d7df5c73481c9aa92d568ac64990a0563e1f59dcce651b5a7237bd6d5c6debe	digest-scored
arms/A3/c07-competing-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	0d7df5c73481c9aa92d568ac64990a0563e1f59dcce651b5a7237bd6d5c6debe	helper-not-in-rust-cli
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list	ae list	0	0	differ	differ	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	ccd721fb59bb9799c11e2a55bcec9906946400408aeb7f3610394a999763edcd	human-differ
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	ccd721fb59bb9799c11e2a55bcec9906946400408aeb7f3610394a999763edcd	digest-scored
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	ccd721fb59bb9799c11e2a55bcec9906946400408aeb7f3610394a999763edcd	digest-scored
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	ccd721fb59bb9799c11e2a55bcec9906946400408aeb7f3610394a999763edcd	human-differ
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	ccd721fb59bb9799c11e2a55bcec9906946400408aeb7f3610394a999763edcd	digest-scored
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-active	ae list	0	0	differ	differ	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	ccd721fb59bb9799c11e2a55bcec9906946400408aeb7f3610394a999763edcd	human-differ
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	ccd721fb59bb9799c11e2a55bcec9906946400408aeb7f3610394a999763edcd	digest-scored
arms/A3/c08-unanswered-vs-agent-owned-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	ccd721fb59bb9799c11e2a55bcec9906946400408aeb7f3610394a999763edcd	helper-not-in-rust-cli
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list	ae list	0	0	differ	differ	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	5a610303e96ad18a7ddbed4245e68e94617184336a290f4c276846e978b9375b	human-differ
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	5a610303e96ad18a7ddbed4245e68e94617184336a290f4c276846e978b9375b	digest-scored
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	5a610303e96ad18a7ddbed4245e68e94617184336a290f4c276846e978b9375b	digest-scored
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	5a610303e96ad18a7ddbed4245e68e94617184336a290f4c276846e978b9375b	human-differ
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	5a610303e96ad18a7ddbed4245e68e94617184336a290f4c276846e978b9375b	digest-scored
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-active	ae list	0	0	differ	differ	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	5a610303e96ad18a7ddbed4245e68e94617184336a290f4c276846e978b9375b	human-differ
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	e8963f914663410ae73b598af2d9e4231fed76684394b212a1185352edea7abe	5a610303e96ad18a7ddbed4245e68e94617184336a290f4c276846e978b9375b	digest-scored
arms/A3/c08-unanswered-vs-agent-owned-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	5a610303e96ad18a7ddbed4245e68e94617184336a290f4c276846e978b9375b	helper-not-in-rust-cli
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list	ae list	0	0	differ	differ	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	d56b99e4b85163d19d3967874a21d66f6397225e823a0053596bf459f24dd49b	human-differ
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	d56b99e4b85163d19d3967874a21d66f6397225e823a0053596bf459f24dd49b	digest-scored
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	d56b99e4b85163d19d3967874a21d66f6397225e823a0053596bf459f24dd49b	digest-scored
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	d56b99e4b85163d19d3967874a21d66f6397225e823a0053596bf459f24dd49b	human-differ
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	d56b99e4b85163d19d3967874a21d66f6397225e823a0053596bf459f24dd49b	digest-scored
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-active	ae list	0	0	differ	differ	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	d56b99e4b85163d19d3967874a21d66f6397225e823a0053596bf459f24dd49b	human-differ
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	d56b99e4b85163d19d3967874a21d66f6397225e823a0053596bf459f24dd49b	digest-scored
arms/A3/c09-524a-future-ts-ordinary-mtime-ro/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	d56b99e4b85163d19d3967874a21d66f6397225e823a0053596bf459f24dd49b	helper-not-in-rust-cli
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list	ae list	0	0	differ	differ	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	fe7dac214fc310d387f7d983bc5d1e8d17bc272a519efc8efc53b2d14152c49a	human-differ
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	fe7dac214fc310d387f7d983bc5d1e8d17bc272a519efc8efc53b2d14152c49a	digest-scored
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	fe7dac214fc310d387f7d983bc5d1e8d17bc272a519efc8efc53b2d14152c49a	digest-scored
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	fe7dac214fc310d387f7d983bc5d1e8d17bc272a519efc8efc53b2d14152c49a	human-differ
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	fe7dac214fc310d387f7d983bc5d1e8d17bc272a519efc8efc53b2d14152c49a	digest-scored
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-active	ae list	0	0	differ	differ	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	fe7dac214fc310d387f7d983bc5d1e8d17bc272a519efc8efc53b2d14152c49a	human-differ
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	list-active-json	ae list	0	0	pass	empty-ok	ee11eefced29096232b2c02a3f8af2fa78483b029234b54a62bf6722326928d7	fe7dac214fc310d387f7d983bc5d1e8d17bc272a519efc8efc53b2d14152c49a	digest-scored
arms/A3/c09-524a-future-ts-ordinary-mtime-rw/consumers.tsv	requests-all	helper:requests	0	-	unimplemented	unimplemented	-	fe7dac214fc310d387f7d983bc5d1e8d17bc272a519efc8efc53b2d14152c49a	helper-not-in-rust-cli
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list	ae list	0	0	differ	differ	2f1b2ea3f8bfcc3a950686c788aed33b4fb91eae0699b0304f28784ebd0cd8e8	c940ecaed0bba78bb6b78f7a286ed3c65f601aa18f5a0babda6d2910aa062f18	human-differ
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-json	ae list	0	0	pass	empty-ok	2f1b2ea3f8bfcc3a950686c788aed33b4fb91eae0699b0304f28784ebd0cd8e8	c940ecaed0bba78bb6b78f7a286ed3c65f601aa18f5a0babda6d2910aa062f18	digest-scored
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-all-json	ae list	0	0	pass	empty-ok	2f1b2ea3f8bfcc3a950686c788aed33b4fb91eae0699b0304f28784ebd0cd8e8	c940ecaed0bba78bb6b78f7a286ed3c65f601aa18f5a0babda6d2910aa062f18	digest-scored
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-needsattn	ae list	0	0	differ	differ	2f1b2ea3f8bfcc3a950686c788aed33b4fb91eae0699b0304f28784ebd0cd8e8	c940ecaed0bba78bb6b78f7a286ed3c65f601aa18f5a0babda6d2910aa062f18	human-differ
arms/A3/c10-524b-ordinary-ts-future-mtime-ro/consumers.tsv	list-needsattn-json	ae list	0	0	pass	empty-ok	2f1b2ea3f8bfcc3a950686c788aed33b4fb91eae0699b0304f28784ebd0cd8e8	c940ecaed0bba78bb6b78f7a286ed3c65f601aa18f5a0babda6d2910aa062f18	digest-scored
