# generated_tuple	contract_blob=2c832b31a890d4e08a45ed6dcb98a0562d023e5b obligations_sha256=d67f2a9819df24a21255c2dca92b349e98a78274630cb5b0488342f8fda12dd4 added_roster_gap_sha256=bc16e65516ab61aba5bc28a5f49310a778d87e63100e8e53530947fb5c169341 sc509c_unproved_sha256=e6cef753e9dc88dbb46cc5b6d1468d007f7c986953576a63d23140f98767d489
idx	case	consumer	verdict	detail	b_sessions	s_sessions	b_cover	s_cover
262	arms/A1/c17-unknown-action-ro/consumers.tsv	ls-alias-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0262-ls-alias-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0262-ls-alias-all/human-clock-bracket.tsv'				
265	arms/A1/c17-unknown-action-rw/consumers.tsv	list	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0265-list/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0265-list/human-clock-bracket.tsv'				
267	arms/A1/c17-unknown-action-rw/consumers.tsv	list-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0267-list-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0267-list-all/human-clock-bracket.tsv'				
269	arms/A1/c17-unknown-action-rw/consumers.tsv	ls-alias	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0269-ls-alias/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0269-ls-alias/human-clock-bracket.tsv'				
270	arms/A1/c17-unknown-action-rw/consumers.tsv	ls-alias-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0270-ls-alias-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0270-ls-alias-all/human-clock-bracket.tsv'				
273	arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0273-list/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0273-list/human-clock-bracket.tsv'				
275	arms/A1/c18-no-trailing-newline-ro/consumers.tsv	list-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0275-list-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0275-list-all/human-clock-bracket.tsv'				
277	arms/A1/c18-no-trailing-newline-ro/consumers.tsv	ls-alias	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0277-ls-alias/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0277-ls-alias/human-clock-bracket.tsv'				
278	arms/A1/c18-no-trailing-newline-ro/consumers.tsv	ls-alias-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0278-ls-alias-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0278-ls-alias-all/human-clock-bracket.tsv'				
281	arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0281-list/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0281-list/human-clock-bracket.tsv'				
283	arms/A1/c18-no-trailing-newline-rw/consumers.tsv	list-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0283-list-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0283-list-all/human-clock-bracket.tsv'				
285	arms/A1/c18-no-trailing-newline-rw/consumers.tsv	ls-alias	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0285-ls-alias/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0285-ls-alias/human-clock-bracket.tsv'				
286	arms/A1/c18-no-trailing-newline-rw/consumers.tsv	ls-alias-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0286-ls-alias-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0286-ls-alias-all/human-clock-bracket.tsv'				
289	arms/A1/c19-partial-tail-ro/consumers.tsv	list	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0289-list/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0289-list/human-clock-bracket.tsv'				
291	arms/A1/c19-partial-tail-ro/consumers.tsv	list-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0291-list-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0291-list-all/human-clock-bracket.tsv'				
293	arms/A1/c19-partial-tail-ro/consumers.tsv	ls-alias	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0293-ls-alias/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0293-ls-alias/human-clock-bracket.tsv'				
294	arms/A1/c19-partial-tail-ro/consumers.tsv	ls-alias-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0294-ls-alias-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0294-ls-alias-all/human-clock-bracket.tsv'				
297	arms/A1/c19-partial-tail-rw/consumers.tsv	list	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0297-list/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0297-list/human-clock-bracket.tsv'				
299	arms/A1/c19-partial-tail-rw/consumers.tsv	list-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0299-list-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0299-list-all/human-clock-bracket.tsv'				
301	arms/A1/c19-partial-tail-rw/consumers.tsv	ls-alias	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0301-ls-alias/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0301-ls-alias/human-clock-bracket.tsv'				
302	arms/A1/c19-partial-tail-rw/consumers.tsv	ls-alias-all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0302-ls-alias-all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0302-ls-alias-all/human-clock-bracket.tsv'				
305	arms/A1/c20-405k-live/consumers.tsv	s0-baseline/list	fixture-abort	no-capture				
307	arms/A1/c20-405k-live/consumers.tsv	s0-baseline/list-all	fixture-abort	no-capture				
309	arms/A1/c20-405k-live/consumers.tsv	s0-baseline-clocale/list	fixture-abort	no-capture				
311	arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/list	fixture-abort	no-capture				
313	arms/A1/c20-405k-live/consumers.tsv	s1-extra-pane/list-all	fixture-abort	no-capture				
315	arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/list	fixture-abort	no-capture				
317	arms/A1/c20-405k-live/consumers.tsv	s2-extra-pane-and-missing-roster-pane/list-all	fixture-abort	no-capture				
319	arms/A2/c01-filters-ro/consumers.tsv	list	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0319-list/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0319-list/human-clock-bracket.tsv'				
321	arms/A2/c01-filters-ro/consumers.tsv	ls	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0321-ls/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0321-ls/human-clock-bracket.tsv'				
323	arms/A2/c01-filters-ro/consumers.tsv	list_running	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0323-list_running/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0323-list_running/human-clock-bracket.tsv'				
325	arms/A2/c01-filters-ro/consumers.tsv	ls_running	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0325-ls_running/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0325-ls_running/human-clock-bracket.tsv'				
327	arms/A2/c01-filters-ro/consumers.tsv	list_all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0327-list_all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0327-list_all/human-clock-bracket.tsv'				
329	arms/A2/c01-filters-ro/consumers.tsv	ls_all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0329-ls_all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0329-ls_all/human-clock-bracket.tsv'				
331	arms/A2/c01-filters-ro/consumers.tsv	list_stopped	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0331-list_stopped/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0331-list_stopped/human-clock-bracket.tsv'				
333	arms/A2/c01-filters-ro/consumers.tsv	ls_stopped	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0333-ls_stopped/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0333-ls_stopped/human-clock-bracket.tsv'				
335	arms/A2/c01-filters-ro/consumers.tsv	list_needsattn	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0335-list_needsattn/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0335-list_needsattn/human-clock-bracket.tsv'				
337	arms/A2/c01-filters-ro/consumers.tsv	ls_needsattn	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0337-ls_needsattn/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0337-ls_needsattn/human-clock-bracket.tsv'				
339	arms/A2/c01-filters-ro/consumers.tsv	list_needsme	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0339-list_needsme/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0339-list_needsme/human-clock-bracket.tsv'				
341	arms/A2/c01-filters-ro/consumers.tsv	ls_needsme	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0341-ls_needsme/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0341-ls_needsme/human-clock-bracket.tsv'				
343	arms/A2/c01-filters-ro/consumers.tsv	list_needs	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0343-list_needs/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0343-list_needs/human-clock-bracket.tsv'				
345	arms/A2/c01-filters-ro/consumers.tsv	ls_needs	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0345-ls_needs/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0345-ls_needs/human-clock-bracket.tsv'				
347	arms/A2/c01-filters-ro/consumers.tsv	list_attn	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0347-list_attn/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0347-list_attn/human-clock-bracket.tsv'				
349	arms/A2/c01-filters-ro/consumers.tsv	ls_attn	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0349-ls_attn/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0349-ls_attn/human-clock-bracket.tsv'				
351	arms/A2/c01-filters-ro/consumers.tsv	list_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0351-list_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0351-list_active/human-clock-bracket.tsv'				
353	arms/A2/c01-filters-ro/consumers.tsv	ls_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0353-ls_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0353-ls_active/human-clock-bracket.tsv'				
355	arms/A2/c01-filters-ro/consumers.tsv	list_busy	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0355-list_busy/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0355-list_busy/human-clock-bracket.tsv'				
357	arms/A2/c01-filters-ro/consumers.tsv	ls_busy	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0357-ls_busy/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0357-ls_busy/human-clock-bracket.tsv'				
359	arms/A2/c01-filters-ro/consumers.tsv	inter_needsattnall	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0359-inter_needsattnall/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0359-inter_needsattnall/human-clock-bracket.tsv'				
361	arms/A2/c01-filters-ro/consumers.tsv	inter_allneedsattn	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0361-inter_allneedsattn/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0361-inter_allneedsattn/human-clock-bracket.tsv'				
363	arms/A2/c01-filters-ro/consumers.tsv	inter_activeall	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0363-inter_activeall/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0363-inter_activeall/human-clock-bracket.tsv'				
365	arms/A2/c01-filters-ro/consumers.tsv	inter_allactive	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0365-inter_allactive/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0365-inter_allactive/human-clock-bracket.tsv'				
367	arms/A2/c01-filters-ro/consumers.tsv	inter_needsattnstopped	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0367-inter_needsattnstopped/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0367-inter_needsattnstopped/human-clock-bracket.tsv'				
369	arms/A2/c01-filters-ro/consumers.tsv	inter_activestopped	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0369-inter_activestopped/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0369-inter_activestopped/human-clock-bracket.tsv'				
371	arms/A2/c01-filters-ro/consumers.tsv	list_badflag	not-evaluated	successor human invocation rc=2; temporal comparison unavailable				
372	arms/A2/c01-filters-ro/consumers.tsv	list_help	not-evaluated	successor human invocation rc=2; temporal comparison unavailable				
373	arms/A2/c01-filters-ro/consumers.tsv	win_inside_list_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0373-win_inside_list_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0373-win_inside_list_active/human-clock-bracket.tsv'				
375	arms/A2/c01-filters-ro/consumers.tsv	win_inside_list_busy	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0375-win_inside_list_busy/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0375-win_inside_list_busy/human-clock-bracket.tsv'				
376	arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0376-win_inside_active_all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0376-win_inside_active_all/human-clock-bracket.tsv'				
377	arms/A2/c01-filters-ro/consumers.tsv	win_inside_all_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0377-win_inside_all_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0377-win_inside_all_active/human-clock-bracket.tsv'				
378	arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_stopped	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0378-win_inside_active_stopped/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0378-win_inside_active_stopped/human-clock-bracket.tsv'				
379	arms/A2/c01-filters-ro/consumers.tsv	win_inside_stopped_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0379-win_inside_stopped_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0379-win_inside_stopped_active/human-clock-bracket.tsv'				
380	arms/A2/c01-filters-ro/consumers.tsv	win_inside_needsattn_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0380-win_inside_needsattn_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0380-win_inside_needsattn_active/human-clock-bracket.tsv'				
381	arms/A2/c01-filters-ro/consumers.tsv	win_inside_active_needsattn	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0381-win_inside_active_needsattn/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0381-win_inside_active_needsattn/human-clock-bracket.tsv'				
382	arms/A2/c01-filters-ro/consumers.tsv	win_outside_list_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0382-win_outside_list_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0382-win_outside_list_active/human-clock-bracket.tsv'				
384	arms/A2/c01-filters-ro/consumers.tsv	win_outside_list_busy	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0384-win_outside_list_busy/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0384-win_outside_list_busy/human-clock-bracket.tsv'				
385	arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_all	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0385-win_outside_active_all/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0385-win_outside_active_all/human-clock-bracket.tsv'				
386	arms/A2/c01-filters-ro/consumers.tsv	win_outside_all_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0386-win_outside_all_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0386-win_outside_all_active/human-clock-bracket.tsv'				
387	arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_stopped	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0387-win_outside_active_stopped/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0387-win_outside_active_stopped/human-clock-bracket.tsv'				
388	arms/A2/c01-filters-ro/consumers.tsv	win_outside_stopped_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0388-win_outside_stopped_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0388-win_outside_stopped_active/human-clock-bracket.tsv'				
389	arms/A2/c01-filters-ro/consumers.tsv	win_outside_needsattn_active	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0389-win_outside_needsattn_active/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0389-win_outside_needsattn_active/human-clock-bracket.tsv'				
390	arms/A2/c01-filters-ro/consumers.tsv	win_outside_active_needsattn	fixture-abort	HUMAN-CLOCK-BRACKET-MISSING /Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0390-win_outside_active_needsattn/human-clock-bracket.tsv: [Errno 2] No such file or directory: '/Users/ckriech/projects/clemens33/ae-rust/docs/migration/evidence/phase4-run/captures/0390-win_outside_active_needsattn/human-clock-bracket.tsv'				
